output_id	question_id	listNum	otherLang	itemName	cond	expt	prompt	bestguess	minimum	maximum
4	6	1	no	correct2	b	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
4	7	1	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	20	0	30
4	8	1	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	20	0	25
4	9	1	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	10	2	20
4	10	1	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	2	0	10
4	11	1	no	speculation3	a	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	1	1	1
4	12	1	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	20	10	30
4	13	1	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	20	0	40
4	19	1	no	correct3	a	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
4	15	1	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	6	1	25
4	16	1	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	25	0	30
4	17	1	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	20	0	30
4	18	1	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	20	0	30
4	14	1	no	correct4	b	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
4	20	1	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	10	0	30
4	21	1	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	4	0	10
4	22	1	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	20	0	50
4	23	1	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	20	0	30
4	24	1	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	3	0	10
4	25	1	no	speculation1	a	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	10	0	15
4	26	1	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	0	8
4	27	1	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	20	0	30
4	28	1	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	25	1	50
4	29	1	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	8	1	10
4	30	1	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	10	0	50
4	31	1	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	10	0	20
4	32	1	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	10	0	20
4	33	1	no	speculation4	b	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	30	0	60
4	34	1	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	10	0	30
4	35	1	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	20	0	30
4	36	1	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	2	0	7
4	37	1	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	2	0	10
4	38	1	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	25	0	30
4	39	1	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	8	0	15
4	40	1	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	10	1	20
4	41	1	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	6	0	10
4	42	1	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	6	0	10
4	43	1	no	speculation2	b	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	30	1	45
5	1	0	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	4	0	12
5	2	0	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	5	0	30
5	3	0	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	2	0	8
5	27	0	no	correct1	b	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
5	5	0	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	7	1	15
5	6	0	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	5	1	20
5	7	0	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	8	2	40
5	8	0	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	10	2	30
5	9	0	no	speculation1	b	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	2	2	2
5	10	0	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	3	0	10
5	11	0	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	8	0	16
5	12	0	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	30	15	60
5	13	0	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	4	0	15
5	14	0	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	6	2	15
5	15	0	no	speculation3	b	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	1	0	3
5	16	0	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	2	0	4
5	17	0	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	10	0	60
5	18	0	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	3	1	6
5	19	0	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	14	7	21
5	37	0	no	correct2	a	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
5	21	0	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	20	2	50
5	22	0	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	12	4	40
5	23	0	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	2	0	5
5	24	0	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	80	10	90
5	25	0	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	15	0	30
5	26	0	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	9	1	20
5	4	0	no	correct3	b	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	24	24	24
5	28	0	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	6	1	16
5	29	0	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	4	1	9
5	30	0	no	speculation2	a	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	90	60	300
5	31	0	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	7	0	20
5	32	0	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	15	5	30
5	33	0	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	10	4	18
5	34	0	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	28	16	35
5	35	0	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	15	3	30
5	36	0	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	15	4	30
5	20	0	no	correct4	a	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	2	2	2
5	38	0	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	7	1	16
5	39	0	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	15	5	30
5	40	0	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	4	0	10
5	41	0	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	20	4	55
5	42	0	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	2	0	12
5	43	0	no	speculation4	a	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	5	0	30
6	1	1	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	10	50	5
6	2	1	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	50	100	35
6	3	1	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	11	7	15
6	4	1	no	books	FILLER	FILLER	Nathalie is a woman from the US. How many books do you think Nathalie read last year?	10	10	5
6	5	1	no	speculation2	b	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	4	10	2
6	6	1	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	6	7	5
6	7	1	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	8	10	6
6	8	1	no	football	FILLER	FILLER	Kyle is a teenager from the US. How many times do you think Kyle had football practice last month?	4	5	3
6	9	1	no	candy	FILLER	FILLER	Scott is a 12-year-old from the US. How many candy bars do you think Scott ate last month?	4	5	3
6	10	1	no	cook	FILLER	FILLER	Tony is a man from the US. How many meals do you think Tony cooked at home last month?	2	4	3
6	26	1	no	correct1	a	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	4	4	6
6	12	1	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	5	4	6
6	13	1	no	burger	FILLER	FILLER	Joseph is a man from the US. How many burgers do you think Joseph ate last month?	5	5	5
6	14	1	no	laundry	FILLER	FILLER	Peter is a man from the US. How many loads of laundry do you think Peter washed last month?	3	3	3
6	15	1	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	5	5	5
6	16	1	no	speculation4	b	fillers	Amtrak operates trains in the US. How many minutes late was yesterday's 8:30 Amtrak train from NYC to Boston?	4	5	6
6	17	1	no	dishwasher	FILLER	FILLER	Lily is a woman from the US. How many times do you think Lily ran her dishwasher last month?	3	3	3
6	18	1	no	coffee	FILLER	FILLER	Andy is a man from the US. How many cups of coffee do you think Andy drinks per day?	6	6	6
6	19	1	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	4	5	3
6	20	1	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	4	2	5
6	21	1	no	speculation3	a	fillers	Gina discovered a new band on the internet called 'This will destroy you'. How many albums will she buy?	3	3	7
6	22	1	no	date	FILLER	FILLER	Trey and Tina are a couple from the US. How many times do you think Trey and Tina hired a babysitter last year?	3	3	6
6	23	1	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	3	4	5
6	24	1	no	class	FILLER	FILLER	Erin is a first grade student in primary school. How many children do you think there are in Erin's class?	3	4	5
6	25	1	no	takeout	FILLER	FILLER	Ralph is a man from the US. How many times do you think Ralph ordered take-out last month?	3	3	5
6	31	1	no	correct2	b	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	3	3	6
6	27	1	no	keys	FILLER	FILLER	Brendan is a man from the US. How many keys do you think are on Brendan's key chain?	5	5	7
6	28	1	no	hair	FILLER	FILLER	Betty is a woman from the US. How many times do you think Betty washed her hair last month?	4	4	7
6	29	1	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	4	4	6
6	30	1	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	4	4	7
6	11	1	no	correct3	a	fillers	My best friend always reminds me to take a break since there aren't infinite hours in the day. How many are there?	3	5	4
6	32	1	no	concert	FILLER	FILLER	Zach is a man from the US. How many concerts do you think Zach went to last year?	4	4	6
6	33	1	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	5	6	7
6	34	1	no	beer	FILLER	FILLER	John is a man from the the US. How many beers do you think John drank last month?	5	5	8
6	35	1	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	5	5	8
6	36	1	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	3	3	6
6	37	1	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	3	3	5
6	38	1	no	correct4	b	fillers	Everyone eventually has to face challenges and stand on their own feet.  How many feet does a person have?	3	3	5
6	39	1	no	workout	FILLER	FILLER	Jennifer is a woman from the US. How many times do you think Jennifer worked out last month?	3	3	5
6	40	1	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	4	4	5
6	41	1	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	3	3	5
6	42	1	no	cards	FILLER	FILLER	Wanda is a woman from the US. How many cards do you think Wanda has in her wallet?	3	3	5
6	43	1	no	speculation1	a	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	3	3	5
7	1	0	no	phone	FILLER	FILLER	Jill is a woman from the US. How many hours do you think Jill spent on her phone last week?	20	5	40
7	2	0	no	vacuum	FILLER	FILLER	Patricia is a woman from the US. How many times do you think Patricia vacuumed last month?	5	0	30
7	3	0	no	restaurants	FILLER	FILLER	Sarah is a woman from the US. How many restaurants do you think Sarah went to last year?	20	0	100
7	4	0	no	cousin	FILLER	FILLER	Jess is a woman from the US. How many cousins do you think Jess has?	2	0	20
7	5	0	no	speculation2	a	fillers	Mr Grongitts went to a boring barbecue party again last weekend. Mr Grongitts was very bored. How many days til he attends another one?	7	7	30
7	6	0	no	birthday	FILLER	FILLER	Samantha is a 14-year-old girl from the US. How many birthday parties do you think Samantha attended last year?	10	0	50
7	7	0	no	orderonline	FILLER	FILLER	Robert is a man from the US. How many times do you think Robert ordered something online last year?	20	0	500
7	8	0	no	wine	FILLER	FILLER	Gilly is a woman from the US. How many glasses of wine do you think Gilly drank last month?	10	0	30
7	9	0	no	dog	FILLER	FILLER	Hugh is a man from the US. How often do you think he walked his dog last week?	5	0	7
7	30	0	no	correct1	b	fillers	No one knows exactly when the Roman alphabet was first invented. How many letters are in the modern alphabet?	26	26	26
7	11	0	no	movie	FILLER	FILLER	Nick is a man from the US. How many movies do you think Nick saw last year?	20	0	100
7	12	0	no	plants	FILLER	FILLER	Pauline is a woman from the US. How many house plants do you think Pauline has?	6	0	50
7	13	0	no	colleagues	FILLER	FILLER	Linda is a woman from the US. How many colleagues do you think Linda has?	20	0	5000
7	14	0	no	friends	FILLER	FILLER	Lelia is a woman from the US. How many friends do you think Lelia has?	10	0	50
7	15	0	no	tshirts	FILLER	FILLER	Liam is a man from the US. How many T-shirts do you think Liam has?	15	1	100
7	16	0	no	speculation1	b	fillers	Corey and Charlotte are professional tuba players. They were guessing that the tuba is how hold?	5	1	100
7	17	0	no	shoes	FILLER	FILLER	Melanie is a woman from the US. How many pairs of shoes do you think Melanie owns?	10	1	100
7	18	0	no	chairs	FILLER	FILLER	Rob and Wendy are a couple from the US. How many chairs do you think Rob and Wendy own?	6	0	10
7	19	0	no	car	FILLER	FILLER	Jeff is a man from the US. How many hours do you think Jeff spent in a car last week?	20	0	100
7	20	0	no	calls	FILLER	FILLER	Lisa is a woman from the US. How many phone calls do you think Lisa made last week?	10	0	100
7	21	0	no	correct2	a	fillers	Johnny and his brother are looking forward to the holidays. How many days are in Johnny's favorite Christmas carol is 'The ... days of Christmas'?	12	12	12
7	22	0	no	plane	FILLER	FILLER	Gary is a man from the US. How many flights do you think Gary was on last year?	4	0	100
